,store,store_type,assortment,date,dataset,sales,predictions,error,error_rate
23233,160,d,extended,2015-08-21,forecast,,6752.092,,
23234,161,a,extended,2015-08-21,forecast,,8197.538,,
23235,162,d,extended,2015-08-21,forecast,,9092.182,,
23236,164,a,basic,2015-08-21,forecast,,7994.7144,,
23237,165,a,basic,2015-08-21,forecast,,4152.906,,
23238,166,a,extended,2015-08-21,forecast,,5877.7817,,
23239,168,a,basic,2015-08-21,forecast,,8089.822,,
23240,169,d,basic,2015-08-21,forecast,,7172.9316,,
23241,170,a,basic,2015-08-21,forecast,,5267.8716,,
23242,171,a,basic,2015-08-21,forecast,,8844.453,,
23243,172,a,basic,2015-08-21,forecast,,7234.8193,,
23244,174,a,basic,2015-08-21,forecast,,6489.936,,
23245,175,c,basic,2015-08-21,forecast,,6182.048,,
23246,176,a,basic,2015-08-21,forecast,,5537.8286,,
23247,179,a,extended,2015-08-21,forecast,,7142.3467,,
23248,180,d,basic,2015-08-21,forecast,,7699.4185,,
23249,181,a,basic,2015-08-21,forecast,,6860.7993,,
23250,182,d,extended,2015-08-21,forecast,,6122.9297,,
23251,183,a,basic,2015-08-21,forecast,,4986.5254,,
23252,184,d,extended,2015-08-21,forecast,,6778.2896,,
23253,186,a,basic,2015-08-21,forecast,,4331.2827,,
23254,187,a,extended,2015-08-21,forecast,,7026.9863,,
23255,188,d,basic,2015-08-21,forecast,,5411.571,,
23256,189,d,basic,2015-08-21,forecast,,9622.339,,
23257,190,a,basic,2015-08-21,forecast,,8066.291,,
23258,191,a,basic,2015-08-21,forecast,,7166.9067,,
23259,192,d,extended,2015-08-21,forecast,,12070.418,,
23260,193,a,basic,2015-08-21,forecast,,5321.719,,
23261,194,d,extended,2015-08-21,forecast,,5649.2812,,
23262,195,a,extended,2015-08-21,forecast,,11005.612,,
23263,197,c,basic,2015-08-21,forecast,,7716.482,,
23264,199,d,extended,2015-08-21,forecast,,9500.215,,
23265,200,a,basic,2015-08-21,forecast,,8693.161,,
23266,201,d,basic,2015-08-21,forecast,,6191.017,,
23267,202,d,extended,2015-08-21,forecast,,6880.643,,
23268,204,a,basic,2015-08-21,forecast,,6240.2183,,
23269,206,a,extended,2015-08-21,forecast,,8146.376,,
23270,207,a,basic,2015-08-21,forecast,,11232.668,,
23271,209,a,extended,2015-08-21,forecast,,6549.004,,
23272,210,d,basic,2015-08-21,forecast,,4234.5957,,
23273,212,a,extended,2015-08-21,forecast,,5008.2383,,
23274,213,d,extended,2015-08-21,forecast,,8624.302,,
23275,214,d,basic,2015-08-21,forecast,,10227.684,,
23276,215,d,basic,2015-08-21,forecast,,7525.114,,
23277,216,c,basic,2015-08-21,forecast,,7724.5674,,
23278,217,c,basic,2015-08-21,forecast,,4971.712,,
23279,218,a,extended,2015-08-21,forecast,,5351.906,,
23280,219,a,basic,2015-08-21,forecast,,3495.1516,,
23281,220,a,basic,2015-08-21,forecast,,5294.5654,,
23282,221,d,extended,2015-08-21,forecast,,6728.7666,,
23283,224,d,extended,2015-08-21,forecast,,7438.9644,,
23284,226,a,basic,2015-08-21,forecast,,7408.743,,
23285,227,a,basic,2015-08-21,forecast,,6558.831,,
23286,228,d,extended,2015-08-21,forecast,,8899.889,,
23287,229,d,extended,2015-08-21,forecast,,10340.481,,
23288,230,d,extended,2015-08-21,forecast,,8230.765,,
23289,231,d,extended,2015-08-21,forecast,,5558.9185,,
23290,233,a,basic,2015-08-21,forecast,,9652.019,,
23291,234,d,basic,2015-08-21,forecast,,11461.193,,
23292,235,a,basic,2015-08-21,forecast,,6385.051,,
23293,238,a,basic,2015-08-21,forecast,,8325.034,,
23294,239,d,extended,2015-08-21,forecast,,5528.9985,,
23295,241,d,extended,2015-08-21,forecast,,6768.689,,
23296,242,d,basic,2015-08-21,forecast,,5128.188,,
23297,243,a,basic,2015-08-21,forecast,,7566.0503,,
23298,244,d,basic,2015-08-21,forecast,,7132.0674,,
23299,245,a,extended,2015-08-21,forecast,,9086.972,,
23300,246,c,basic,2015-08-21,forecast,,7819.6157,,
23301,247,d,extended,2015-08-21,forecast,,9672.099,,
23302,248,a,extended,2015-08-21,forecast,,8616.572,,
23303,249,d,extended,2015-08-21,forecast,,6041.9805,,
23304,250,d,basic,2015-08-21,forecast,,9133.04,,
23305,251,a,extended,2015-08-21,forecast,,18155.773,,
23306,252,d,extended,2015-08-21,forecast,,11600.344,,
23307,253,a,extended,2015-08-21,forecast,,6016.4355,,
23308,254,d,basic,2015-08-21,forecast,,4002.5706,,
23309,255,c,extended,2015-08-21,forecast,,7584.779,,
23310,256,a,extended,2015-08-21,forecast,,8539.144,,
23311,258,a,basic,2015-08-21,forecast,,6616.437,,
23312,259,b,extra,2015-08-21,forecast,,11799.491,,
23313,262,b,basic,2015-08-21,forecast,,21372.004,,
23314,263,a,extended,2015-08-21,forecast,,4502.2764,,
23315,265,a,basic,2015-08-21,forecast,,5392.2173,,
23316,267,c,basic,2015-08-21,forecast,,9111.628,,
23317,268,a,basic,2015-08-21,forecast,,5338.8076,,
23318,269,a,extended,2015-08-21,forecast,,8684.136,,
23319,272,a,basic,2015-08-21,forecast,,7266.084,,
23320,273,a,extended,2015-08-21,forecast,,7462.5366,,
23321,274,b,extra,2015-08-21,forecast,,4720.626,,
23322,275,d,basic,2015-08-21,forecast,,7356.8037,,
23323,277,d,extended,2015-08-21,forecast,,7330.3833,,
23324,278,a,extended,2015-08-21,forecast,,7748.195,,
23325,279,d,extended,2015-08-21,forecast,,10494.184,,
23326,280,d,extended,2015-08-21,forecast,,6917.823,,
23327,281,d,extended,2015-08-21,forecast,,6506.088,,
23328,283,a,basic,2015-08-21,forecast,,7582.674,,
23329,284,d,basic,2015-08-21,forecast,,5603.9897,,
23330,285,a,basic,2015-08-21,forecast,,5231.6323,,
23331,287,c,basic,2015-08-21,forecast,,8820.31,,
23332,288,d,basic,2015-08-21,forecast,,6099.2407,,
23333,289,d,basic,2015-08-21,forecast,,6885.573,,
23334,290,a,basic,2015-08-21,forecast,,8423.798,,
23335,294,a,basic,2015-08-21,forecast,,6457.038,,
23336,295,a,basic,2015-08-21,forecast,,6276.1353,,
23337,296,a,basic,2015-08-21,forecast,,8153.59,,
23338,297,a,basic,2015-08-21,forecast,,7478.8545,,
23339,298,d,basic,2015-08-21,forecast,,9837.123,,
23340,299,d,extended,2015-08-21,forecast,,6710.596,,
23341,300,a,extended,2015-08-21,forecast,,8289.0625,,
23342,301,a,extended,2015-08-21,forecast,,6292.151,,
23343,302,d,extended,2015-08-21,forecast,,4289.791,,
23344,303,a,basic,2015-08-21,forecast,,6766.288,,
23345,304,a,basic,2015-08-21,forecast,,7578.791,,
23346,305,c,extended,2015-08-21,forecast,,6551.978,,
23347,306,a,basic,2015-08-21,forecast,,5262.2466,,
23348,308,a,basic,2015-08-21,forecast,,10068.19,,
23349,309,d,basic,2015-08-21,forecast,,7644.034,,
23350,310,a,extended,2015-08-21,forecast,,10198.802,,
23351,311,a,extended,2015-08-21,forecast,,7471.34,,
23352,312,d,basic,2015-08-21,forecast,,6179.666,,
23353,314,a,basic,2015-08-21,forecast,,5899.49,,
23354,315,a,extended,2015-08-21,forecast,,4481.9956,,
23355,316,d,basic,2015-08-21,forecast,,11386.038,,
23356,317,d,basic,2015-08-21,forecast,,6349.1167,,
23357,319,a,extended,2015-08-21,forecast,,8444.391,,
23358,320,a,extended,2015-08-21,forecast,,14565.243,,
23359,323,d,extended,2015-08-21,forecast,,8330.928,,
23360,325,a,extended,2015-08-21,forecast,,7196.2925,,
23361,326,d,basic,2015-08-21,forecast,,6447.8125,,
23362,328,a,basic,2015-08-21,forecast,,5273.6733,,
23363,329,a,basic,2015-08-21,forecast,,9293.681,,
23364,330,a,extended,2015-08-21,forecast,,4725.3066,,
23365,331,a,extended,2015-08-21,forecast,,5643.7876,,
23366,333,a,extended,2015-08-21,forecast,,11279.185,,
23367,334,d,extended,2015-08-21,forecast,,6615.3076,,
23368,335,b,basic,2015-08-21,forecast,,14934.297,,
23369,336,a,basic,2015-08-21,forecast,,14531.997,,
23370,337,d,extended,2015-08-21,forecast,,6469.719,,
23371,338,a,extended,2015-08-21,forecast,,7698.4414,,
23372,339,a,extended,2015-08-21,forecast,,5838.946,,
23373,340,a,extended,2015-08-21,forecast,,6880.787,,
23374,341,a,basic,2015-08-21,forecast,,6098.188,,
23375,342,d,extended,2015-08-21,forecast,,12380.879,,
23376,343,d,basic,2015-08-21,forecast,,8994.063,,
23377,344,a,extended,2015-08-21,forecast,,9122.976,,
23378,345,a,basic,2015-08-21,forecast,,4808.804,,
23379,346,a,extended,2015-08-21,forecast,,7201.9917,,
23380,347,d,extended,2015-08-21,forecast,,5991.484,,
23381,348,a,basic,2015-08-21,forecast,,9795.975,,
23382,350,d,basic,2015-08-21,forecast,,7694.008,,
23383,351,a,basic,2015-08-21,forecast,,6700.1777,,
23384,352,d,extended,2015-08-21,forecast,,7706.3022,,
23385,353,b,extra,2015-08-21,forecast,,7166.599,,
23386,354,d,extended,2015-08-21,forecast,,9683.342,,
23387,355,a,extended,2015-08-21,forecast,,9777.129,,
23388,356,d,extended,2015-08-21,forecast,,6695.9355,,
23389,358,a,basic,2015-08-21,forecast,,11518.452,,
23390,359,d,extended,2015-08-21,forecast,,7148.4873,,
23391,362,c,extended,2015-08-21,forecast,,9311.7,,
23392,364,a,extended,2015-08-21,forecast,,5905.351,,
23393,365,c,basic,2015-08-21,forecast,,6051.607,,
23394,367,d,extended,2015-08-21,forecast,,5752.794,,
23395,368,d,extended,2015-08-21,forecast,,11890.751,,
23396,369,d,extended,2015-08-21,forecast,,7335.454,,
23397,370,d,basic,2015-08-21,forecast,,9367.544,,
23398,371,d,extended,2015-08-21,forecast,,7937.229,,
23399,372,d,extended,2015-08-21,forecast,,9981.917,,
23400,373,d,extended,2015-08-21,forecast,,5208.6777,,
23401,377,a,extended,2015-08-21,forecast,,8979.209,,
23402,378,a,extended,2015-08-21,forecast,,7044.999,,
23403,379,d,basic,2015-08-21,forecast,,4233.1177,,
23404,380,a,basic,2015-08-21,forecast,,15498.55,,
23405,383,a,extended,2015-08-21,forecast,,17442.355,,
23406,385,d,basic,2015-08-21,forecast,,7985.6377,,
23407,386,d,extended,2015-08-21,forecast,,7815.686,,
23408,387,c,basic,2015-08-21,forecast,,9445.877,,
23409,388,a,basic,2015-08-21,forecast,,10520.3,,
23410,389,a,extended,2015-08-21,forecast,,11780.218,,
23411,391,a,basic,2015-08-21,forecast,,6494.958,,
23412,392,a,basic,2015-08-21,forecast,,7214.5596,,
23413,393,d,extended,2015-08-21,forecast,,6387.524,,
23414,394,d,basic,2015-08-21,forecast,,9237.687,,
23415,395,a,basic,2015-08-21,forecast,,4754.841,,
23416,397,a,extended,2015-08-21,forecast,,6249.9575,,
23417,398,c,extended,2015-08-21,forecast,,6183.947,,
23418,399,a,basic,2015-08-21,forecast,,6331.005,,
23419,403,a,basic,2015-08-21,forecast,,8369.012,,
23420,404,a,extended,2015-08-21,forecast,,5222.249,,
23421,405,a,basic,2015-08-21,forecast,,5153.481,,
23422,406,d,extended,2015-08-21,forecast,,8277.418,,
23423,407,a,basic,2015-08-21,forecast,,4664.585,,
23424,408,c,basic,2015-08-21,forecast,,5433.672,,
23425,409,d,extended,2015-08-21,forecast,,6140.5747,,
23426,410,c,basic,2015-08-21,forecast,,7747.8325,,
23427,411,d,extended,2015-08-21,forecast,,9819.922,,
23428,412,d,extended,2015-08-21,forecast,,9605.741,,
23429,413,a,extended,2015-08-21,forecast,,7536.5347,,
23430,414,d,extended,2015-08-21,forecast,,7096.9844,,
23431,415,d,extended,2015-08-21,forecast,,6528.2856,,
23432,416,a,extended,2015-08-21,forecast,,11855.793,,
23433,417,a,extended,2015-08-21,forecast,,7984.404,,
23434,418,a,basic,2015-08-21,forecast,,6495.1006,,
23435,420,d,extended,2015-08-21,forecast,,4898.8677,,
23436,421,c,extended,2015-08-21,forecast,,10098.061,,
23437,422,a,extended,2015-08-21,forecast,,4885.652,,
23438,424,d,extended,2015-08-21,forecast,,7805.3906,,
23439,425,d,extended,2015-08-21,forecast,,3389.7878,,
23440,426,a,basic,2015-08-21,forecast,,5020.411,,
23441,427,a,extended,2015-08-21,forecast,,9038.721,,
23442,428,d,basic,2015-08-21,forecast,,6620.774,,
23443,429,d,extended,2015-08-21,forecast,,6390.2725,,
23444,430,d,extended,2015-08-21,forecast,,9403.7,,
23445,431,d,extended,2015-08-21,forecast,,9906.137,,
23446,432,a,basic,2015-08-21,forecast,,11711.848,,
23447,433,a,extended,2015-08-21,forecast,,6015.19,,
23448,434,a,basic,2015-08-21,forecast,,10987.961,,
23449,435,a,basic,2015-08-21,forecast,,3393.4277,,
23450,440,d,basic,2015-08-21,forecast,,6304.5205,,
23451,441,d,basic,2015-08-21,forecast,,6888.963,,
23452,442,c,basic,2015-08-21,forecast,,5216.549,,
23453,445,a,basic,2015-08-21,forecast,,8893.092,,
23454,446,a,basic,2015-08-21,forecast,,5891.1963,,
23455,447,a,extended,2015-08-21,forecast,,5616.812,,
23456,448,a,extended,2015-08-21,forecast,,10006.796,,
23457,449,a,extended,2015-08-21,forecast,,10753.927,,
23458,450,c,basic,2015-08-21,forecast,,8931.616,,
23459,451,a,basic,2015-08-21,forecast,,6843.395,,
23460,452,a,extended,2015-08-21,forecast,,5817.0103,,
23461,453,a,extended,2015-08-21,forecast,,10348.77,,
23462,455,d,extended,2015-08-21,forecast,,7987.679,,
23463,456,a,extended,2015-08-21,forecast,,6434.088,,
23464,457,d,extended,2015-08-21,forecast,,5916.2324,,
23465,458,c,basic,2015-08-21,forecast,,7766.455,,
23466,459,a,basic,2015-08-21,forecast,,9844.867,,
23467,461,d,extended,2015-08-21,forecast,,5483.5205,,
23468,463,a,basic,2015-08-21,forecast,,6222.6724,,
23469,465,d,extended,2015-08-21,forecast,,9091.887,,
23470,466,a,extended,2015-08-21,forecast,,9628.994,,
23471,467,a,extended,2015-08-21,forecast,,13100.714,,
23472,468,c,extended,2015-08-21,forecast,,6428.1562,,
23473,470,a,extended,2015-08-21,forecast,,13744.912,,
23474,471,d,basic,2015-08-21,forecast,,8052.078,,
23475,472,c,extended,2015-08-21,forecast,,5730.5806,,
23476,473,a,basic,2015-08-21,forecast,,3768.2148,,
23477,475,a,basic,2015-08-21,forecast,,6949.8594,,
23478,477,d,basic,2015-08-21,forecast,,6977.53,,
23479,481,c,extended,2015-08-21,forecast,,6229.2285,,
23480,484,a,extended,2015-08-21,forecast,,9332.497,,
23481,485,d,extended,2015-08-21,forecast,,5659.5557,,
23482,486,a,basic,2015-08-21,forecast,,4899.737,,
23483,487,d,extended,2015-08-21,forecast,,7976.001,,
23484,488,a,extended,2015-08-21,forecast,,3876.2827,,
23485,490,a,basic,2015-08-21,forecast,,8031.009,,
23486,491,d,extended,2015-08-21,forecast,,7623.494,,
23487,492,a,basic,2015-08-21,forecast,,8720.116,,
23488,493,d,extended,2015-08-21,forecast,,9250.277,,
23489,495,d,basic,2015-08-21,forecast,,6330.6245,,
23490,497,a,extended,2015-08-21,forecast,,9507.783,,
23491,498,a,basic,2015-08-21,forecast,,6748.9043,,
23492,499,c,extended,2015-08-21,forecast,,5821.695,,
23493,500,d,extended,2015-08-21,forecast,,6371.229,,
23494,501,a,extended,2015-08-21,forecast,,5670.4546,,
23495,502,a,basic,2015-08-21,forecast,,12018.427,,
23496,504,c,extended,2015-08-21,forecast,,6645.347,,
23497,505,a,basic,2015-08-21,forecast,,5158.8667,,
23498,506,a,basic,2015-08-21,forecast,,7843.758,,
23499,507,a,extended,2015-08-21,forecast,,10371.001,,
23500,508,a,extended,2015-08-21,forecast,,7837.312,,
23501,509,a,basic,2015-08-21,forecast,,7232.0386,,
23502,510,a,extended,2015-08-21,forecast,,8979.08,,
23503,511,a,basic,2015-08-21,forecast,,6086.014,,
23504,512,b,extra,2015-08-21,forecast,,6695.993,,
23505,514,c,extended,2015-08-21,forecast,,6830.431,,
23506,515,d,extended,2015-08-21,forecast,,10456.249,,
23507,516,a,extended,2015-08-21,forecast,,6481.0835,,
23508,517,a,extended,2015-08-21,forecast,,6518.66,,
23509,518,d,extended,2015-08-21,forecast,,7429.229,,
23510,519,c,extended,2015-08-21,forecast,,6369.2725,,
23511,520,a,extended,2015-08-21,forecast,,4468.9917,,
23512,521,d,basic,2015-08-21,forecast,,6990.233,,
23513,522,d,extended,2015-08-21,forecast,,9303.143,,
23514,524,a,extended,2015-08-21,forecast,,10023.244,,
23515,527,d,extended,2015-08-21,forecast,,11770.357,,
23516,528,a,extended,2015-08-21,forecast,,12737.521,,
23517,529,d,extended,2015-08-21,forecast,,8961.721,,
23518,530,a,extended,2015-08-21,forecast,,6743.66,,
23519,531,a,extended,2015-08-21,forecast,,5012.1045,,
23520,532,a,extended,2015-08-21,forecast,,11964.342,,
23521,533,a,extended,2015-08-21,forecast,,10000.909,,
23522,534,d,basic,2015-08-21,forecast,,9899.214,,
23523,535,a,basic,2015-08-21,forecast,,8752.697,,
23524,536,a,extended,2015-08-21,forecast,,9826.452,,
23525,537,a,basic,2015-08-21,forecast,,7628.178,,
23526,538,a,basic,2015-08-21,forecast,,3947.9507,,
23527,539,a,basic,2015-08-21,forecast,,11244.76,,
23528,540,d,extended,2015-08-21,forecast,,6567.395,,
23529,541,a,extended,2015-08-21,forecast,,7016.6924,,
23530,542,a,basic,2015-08-21,forecast,,6914.967,,
23531,543,c,basic,2015-08-21,forecast,,3457.8425,,
23532,545,a,extended,2015-08-21,forecast,,12226.873,,
23533,547,d,extended,2015-08-21,forecast,,6140.1826,,
23534,548,d,extended,2015-08-21,forecast,,5683.277,,
23535,549,a,extended,2015-08-21,forecast,,5204.079,,
23536,550,d,extended,2015-08-21,forecast,,6354.4297,,
23537,551,a,extended,2015-08-21,forecast,,6937.342,,
23538,552,a,basic,2015-08-21,forecast,,9296.934,,
23539,553,c,basic,2015-08-21,forecast,,8302.926,,
23540,554,c,extended,2015-08-21,forecast,,4522.446,,
23541,555,d,basic,2015-08-21,forecast,,5718.2407,,
23542,557,a,basic,2015-08-21,forecast,,4270.3,,
23543,558,a,basic,2015-08-21,forecast,,3443.4214,,
23544,561,d,basic,2015-08-21,forecast,,7638.9756,,
23545,562,b,extended,2015-08-21,forecast,,18441.455,,
23546,563,a,basic,2015-08-21,forecast,,5430.0815,,
23547,564,d,extended,2015-08-21,forecast,,6366.5757,,
23548,565,a,extended,2015-08-21,forecast,,7443.9966,,
23549,566,a,basic,2015-08-21,forecast,,5761.102,,
23550,567,c,basic,2015-08-21,forecast,,5825.6387,,
23551,568,d,extended,2015-08-21,forecast,,5494.1016,,
23552,570,a,basic,2015-08-21,forecast,,4176.886,,
23553,571,d,basic,2015-08-21,forecast,,9744.35,,
23554,572,d,extended,2015-08-21,forecast,,8271.428,,
23555,573,a,basic,2015-08-21,forecast,,4694.4287,,
23556,574,d,basic,2015-08-21,forecast,,9389.065,,
23557,575,a,basic,2015-08-21,forecast,,6602.8765,,
23558,577,a,extended,2015-08-21,forecast,,5351.0586,,
23559,578,d,basic,2015-08-21,forecast,,9249.438,,
23560,579,c,basic,2015-08-21,forecast,,8781.504,,
23561,580,a,extended,2015-08-21,forecast,,9547.076,,
23562,581,a,basic,2015-08-21,forecast,,5927.365,,
23563,582,a,basic,2015-08-21,forecast,,7384.601,,
23564,584,d,basic,2015-08-21,forecast,,5228.24,,
23565,585,d,extended,2015-08-21,forecast,,5716.6045,,
23566,586,a,extended,2015-08-21,forecast,,15204.778,,
23567,587,d,extended,2015-08-21,forecast,,10891.552,,
23568,588,d,extended,2015-08-21,forecast,,6897.8525,,
23569,589,a,extended,2015-08-21,forecast,,5740.5264,,
23570,590,d,extended,2015-08-21,forecast,,5812.8335,,
23571,591,a,extended,2015-08-21,forecast,,6460.4756,,
23572,592,a,basic,2015-08-21,forecast,,4792.7676,,
23573,593,a,extended,2015-08-21,forecast,,8995.539,,
23574,597,a,basic,2015-08-21,forecast,,5715.661,,
23575,598,c,basic,2015-08-21,forecast,,6276.3027,,
23576,600,d,extended,2015-08-21,forecast,,8109.5137,,
23577,601,d,basic,2015-08-21,forecast,,6025.5957,,
23578,602,a,basic,2015-08-21,forecast,,7395.054,,
23579,603,a,basic,2015-08-21,forecast,,7798.857,,
23580,604,d,basic,2015-08-21,forecast,,8818.973,,
23581,605,d,basic,2015-08-21,forecast,,9076.3,,
23582,610,a,basic,2015-08-21,forecast,,4846.1025,,
23583,611,a,basic,2015-08-21,forecast,,6303.1797,,
23584,612,d,extended,2015-08-21,forecast,,8122.681,,
23585,615,d,basic,2015-08-21,forecast,,9853.782,,
23586,616,a,extended,2015-08-21,forecast,,9821.674,,
23587,618,d,extended,2015-08-21,forecast,,7210.831,,
23588,619,a,basic,2015-08-21,forecast,,4971.4985,,
23589,620,d,extended,2015-08-21,forecast,,8540.765,,
23590,621,a,basic,2015-08-21,forecast,,6773.9917,,
23591,622,a,extended,2015-08-21,forecast,,5252.017,,
23592,623,a,basic,2015-08-21,forecast,,9343.55,,
23593,624,a,extended,2015-08-21,forecast,,7747.988,,
23594,625,a,basic,2015-08-21,forecast,,7088.6494,,
23595,627,c,extended,2015-08-21,forecast,,6761.385,,
23596,628,a,extended,2015-08-21,forecast,,6473.2744,,
23597,629,d,basic,2015-08-21,forecast,,7815.731,,
23598,631,d,extended,2015-08-21,forecast,,5884.513,,
23599,632,a,basic,2015-08-21,forecast,,7628.6294,,
23600,633,d,basic,2015-08-21,forecast,,9804.798,,
23601,636,c,basic,2015-08-21,forecast,,7483.2715,,
23602,637,d,extended,2015-08-21,forecast,,10317.665,,
23603,638,d,basic,2015-08-21,forecast,,7640.7466,,
23604,639,a,basic,2015-08-21,forecast,,5414.6997,,
23605,640,d,extended,2015-08-21,forecast,,12123.271,,
23606,641,a,extended,2015-08-21,forecast,,7225.0063,,
23607,642,c,extended,2015-08-21,forecast,,3789.9492,,
23608,643,a,basic,2015-08-21,forecast,,9112.948,,
23609,644,c,basic,2015-08-21,forecast,,9778.238,,
23610,645,a,basic,2015-08-21,forecast,,11255.693,,
23611,646,a,basic,2015-08-21,forecast,,5335.702,,
23612,647,a,extended,2015-08-21,forecast,,6434.812,,
23613,650,a,basic,2015-08-21,forecast,,6675.937,,
23614,651,a,basic,2015-08-21,forecast,,7781.537,,
23615,653,d,extended,2015-08-21,forecast,,7551.3574,,
23616,655,d,extended,2015-08-21,forecast,,8754.033,,
23617,656,d,basic,2015-08-21,forecast,,3926.73,,
23618,657,c,extended,2015-08-21,forecast,,6490.1587,,
23619,658,d,extended,2015-08-21,forecast,,6710.4106,,
23620,659,d,basic,2015-08-21,forecast,,5959.566,,
23621,660,a,basic,2015-08-21,forecast,,5144.7188,,
23622,661,d,extended,2015-08-21,forecast,,7984.206,,
23623,662,d,basic,2015-08-21,forecast,,8883.283,,
23624,663,a,extended,2015-08-21,forecast,,5915.414,,
23625,665,a,basic,2015-08-21,forecast,,8952.69,,
23626,666,c,extended,2015-08-21,forecast,,7518.65,,
23627,667,d,extended,2015-08-21,forecast,,9404.292,,
23628,669,d,basic,2015-08-21,forecast,,5911.2236,,
23629,670,a,basic,2015-08-21,forecast,,7353.8784,,
23630,671,a,extended,2015-08-21,forecast,,7112.8623,,
23631,673,d,extended,2015-08-21,forecast,,8478.65,,
23632,674,a,basic,2015-08-21,forecast,,9841.835,,
23633,675,a,basic,2015-08-21,forecast,,4584.1855,,
23634,676,b,extra,2015-08-21,forecast,,10012.447,,
23635,677,d,basic,2015-08-21,forecast,,8463.3955,,
23636,678,c,basic,2015-08-21,forecast,,7775.164,,
23637,680,c,basic,2015-08-21,forecast,,4733.111,,
23638,681,a,extended,2015-08-21,forecast,,4289.3325,,
23639,684,d,extended,2015-08-21,forecast,,8951.769,,
23640,685,a,basic,2015-08-21,forecast,,6926.492,,
23641,687,d,extended,2015-08-21,forecast,,8704.503,,
23642,689,d,basic,2015-08-21,forecast,,8002.511,,
23643,690,a,basic,2015-08-21,forecast,,5522.805,,
23644,691,d,extended,2015-08-21,forecast,,9824.737,,
23645,692,a,basic,2015-08-21,forecast,,7115.4883,,
23646,693,d,basic,2015-08-21,forecast,,7327.196,,
23647,694,a,extended,2015-08-21,forecast,,8896.18,,
23648,695,a,basic,2015-08-21,forecast,,6602.3223,,
23649,696,a,extended,2015-08-21,forecast,,8003.3584,,
23650,697,d,basic,2015-08-21,forecast,,11576.779,,
23651,699,a,basic,2015-08-21,forecast,,8484.208,,
23652,700,a,extended,2015-08-21,forecast,,5384.8057,,
23653,701,d,basic,2015-08-21,forecast,,6521.1104,,
23654,702,a,basic,2015-08-21,forecast,,5547.969,,
23655,703,a,basic,2015-08-21,forecast,,3814.617,,
23656,705,a,basic,2015-08-21,forecast,,8937.709,,
23657,706,d,basic,2015-08-21,forecast,,6414.027,,
23658,707,a,extended,2015-08-21,forecast,,10077.441,,
23659,710,d,basic,2015-08-21,forecast,,5367.1606,,
23660,711,d,basic,2015-08-21,forecast,,7199.1895,,
23661,712,a,basic,2015-08-21,forecast,,7279.951,,
23662,713,a,extended,2015-08-21,forecast,,10316.504,,
23663,714,d,extended,2015-08-21,forecast,,6236.9575,,
23664,716,d,basic,2015-08-21,forecast,,7144.268,,
23665,717,d,extended,2015-08-21,forecast,,6318.8486,,
23666,718,a,basic,2015-08-21,forecast,,7792.7373,,
23667,719,c,extended,2015-08-21,forecast,,5957.5195,,
23668,720,a,extended,2015-08-21,forecast,,8297.044,,
23669,721,a,extended,2015-08-21,forecast,,8935.092,,
23670,722,a,basic,2015-08-21,forecast,,9892.154,,
23671,723,d,extended,2015-08-21,forecast,,8779.8125,,
23672,724,d,extended,2015-08-21,forecast,,7056.162,,
23673,725,d,extended,2015-08-21,forecast,,6371.727,,
23674,727,a,basic,2015-08-21,forecast,,5208.067,,
23675,728,d,basic,2015-08-21,forecast,,6012.2188,,
23676,729,c,extended,2015-08-21,forecast,,12238.411,,
23677,731,a,basic,2015-08-21,forecast,,9990.736,,
23678,732,a,extended,2015-08-21,forecast,,8427.446,,
23679,733,b,extra,2015-08-21,forecast,,16606.195,,
23680,734,a,basic,2015-08-21,forecast,,6403.146,,
23681,736,c,extended,2015-08-21,forecast,,5640.1494,,
23682,737,a,basic,2015-08-21,forecast,,6628.7295,,
23683,738,d,extended,2015-08-21,forecast,,10154.444,,
23684,739,d,extended,2015-08-21,forecast,,12410.802,,
23685,740,d,basic,2015-08-21,forecast,,7779.199,,
23686,741,d,extended,2015-08-21,forecast,,7838.508,,
23687,742,d,extended,2015-08-21,forecast,,8408.057,,
23688,744,a,basic,2015-08-21,forecast,,8031.8135,,
23689,746,d,extended,2015-08-21,forecast,,7789.72,,
23690,748,d,basic,2015-08-21,forecast,,6735.811,,
23691,749,a,basic,2015-08-21,forecast,,5791.703,,
23692,750,d,basic,2015-08-21,forecast,,5538.9434,,
23693,751,a,basic,2015-08-21,forecast,,4303.2134,,
23694,752,a,basic,2015-08-21,forecast,,5659.334,,
23695,753,d,extended,2015-08-21,forecast,,9169.428,,
23696,756,a,extended,2015-08-21,forecast,,17622.24,,
23697,757,a,extended,2015-08-21,forecast,,6349.7466,,
23698,758,a,extended,2015-08-21,forecast,,5476.0303,,
23699,759,a,basic,2015-08-21,forecast,,8135.226,,
23700,762,d,extended,2015-08-21,forecast,,4624.1816,,
23701,763,d,extended,2015-08-21,forecast,,6599.3945,,
23702,764,a,extended,2015-08-21,forecast,,4898.9473,,
23703,765,a,extended,2015-08-21,forecast,,9588.862,,
23704,766,d,extended,2015-08-21,forecast,,6596.2036,,
23705,767,a,extended,2015-08-21,forecast,,7009.5283,,
23706,768,a,extended,2015-08-21,forecast,,13741.661,,
23707,769,b,extra,2015-08-21,forecast,,13230.549,,
